site,year,species,latitude,longitude,min_depth,max_depth,abundance,bot_depth,secchi_depth,depth,temperature,salinity,oxygen,phosphate,total_phosphorus,silicate,nitrate_nitrite,nitrate,nitrite,ammonium,total_nitrogen,hydrogen_sulphide,ph,total_alkalinity,chlorophyll_a
site_54.32_11.55,1998,Terebellides stroemii,54.32,11.55,50.0,50.0,333,24.75,8.347222222222221,12.38444447222222,9.171583333333334,15.50527777777778,6.738472222222223,0.49138888888888893,0.8802777777777778,12.418055555555556,4.28,2.459722222222222,0.2761111111111111,0.8083333333333333,20.648611111111112,1.2,8.08,1.587,2.02
site_54.32_11.55,1998,Trochochaeta multisetosa,54.32,11.55,25.0,25.0,88,24.75,8.347222222222221,12.38444447222222,9.171583333333334,15.50527777777778,6.738472222222223,0.49138888888888893,0.8802777777777778,12.418055555555556,4.28,2.459722222222222,0.2761111111111111,0.8083333333333333,20.648611111111112,1.2,8.08,1.587,2.02
site_54.32_11.55,1999,Abra alba,54.32,11.55,25.0,25.0,107,24.346938775510203,8.3,12.472174453061225,9.692775510204083,17.406714285714287,5.933061224489797,0.43816326530612243,0.9091836734693877,15.116326530612247,4.28,4.1000000000000005,0.4085714285714286,0.6673469387755102,21.787755102040816,1.2,8.08,1.5870000000000002,3.7597959183673466
site_54.32_11.55,1999,Arctica islandica,54.32,11.55,25.0,25.0,119,24.346938775510203,8.3,12.472174453061225,9.692775510204083,17.406714285714287,5.933061224489797,0.43816326530612243,0.9091836734693877,15.116326530612247,4.28,4.1000000000000005,0.4085714285714286,0.6673469387755102,21.787755102040816,1.2,8.08,1.5870000000000002,3.7597959183673466
site_54.32_11.55,1999,Asterias rubens,54.32,11.55,25.0,25.0,1,24.346938775510203,8.3,12.472174453061225,9.692775510204083,17.406714285714287,5.933061224489797,0.43816326530612243,0.9091836734693877,15.116326530612247,4.28,4.1000000000000005,0.4085714285714286,0.6673469387755102,21.787755102040816,1.2,8.08,1.5870000000000002,3.7597959183673466
site_54.32_11.55,1999,Bylgides sarsi,54.32,11.55,25.0,25.0,16,24.346938775510203,8.3,12.472174453061225,9.692775510204083,17.406714285714287,5.933061224489797,0.43816326530612243,0.9091836734693877,15.116326530612247,4.28,4.1000000000000005,0.4085714285714286,0.6673469387755102,21.787755102040816,1.2,8.08,1.5870000000000002,3.7597959183673466
site_54.32_11.55,1999,Corbula gibba,54.32,11.55,25.0,25.0,1,24.346938775510203,8.3,12.472174453061225,9.692775510204083,17.406714285714287,5.933061224489797,0.43816326530612243,0.9091836734693877,15.116326530612247,4.28,4.1000000000000005,0.4085714285714286,0.6673469387755102,21.787755102040816,1.2,8.08,1.5870000000000002,3.7597959183673466
site_54.32_11.55,1999,Diastylis rathkei,54.32,11.55,25.0,25.0,25,24.346938775510203,8.3,12.472174453061225,9.692775510204083,17.406714285714287,5.933061224489797,0.43816326530612243,0.9091836734693877,15.116326530612247,4.28,4.1000000000000005,0.4085714285714286,0.6673469387755102,21.787755102040816,1.2,8.08,1.5870000000000002,3.7597959183673466
site_54.32_11.55,1999,Euchone papillosa,54.32,11.55,25.0,25.0,41,24.346938775510203,8.3,12.472174453061225,9.692775510204083,17.406714285714287,5.933061224489797,0.43816326530612243,0.9091836734693877,15.116326530612247,4.28,4.1000000000000005,0.4085714285714286,0.6673469387755102,21.787755102040816,1.2,8.08,1.5870000000000002,3.7597959183673466
site_54.32_11.55,1999,Halicryptus spinulosus,54.32,11.55,25.0,25.0,3,24.346938775510203,8.3,12.472174453061225,9.692775510204083,17.406714285714287,5.933061224489797,0.43816326530612243,0.9091836734693877,15.116326530612247,4.28,4.1000000000000005,0.4085714285714286,0.6673469387755102,21.787755102040816,1.2,8.08,1.5870000000000002,3.7597959183673466
site_54.32_11.55,1999,Heteromastus filiformis,54.32,11.55,25.0,25.0,79,24.346938775510203,8.3,12.472174453061225,9.692775510204083,17.406714285714287,5.933061224489797,0.43816326530612243,0.9091836734693877,15.116326530612247,4.28,4.1000000000000005,0.4085714285714286,0.6673469387755102,21.787755102040816,1.2,8.08,1.5870000000000002,3.7597959183673466
site_54.32_11.55,1999,Macoma balthica,54.32,11.55,25.0,25.0,9,24.346938775510203,8.3,12.472174453061225,9.692775510204083,17.406714285714287,5.933061224489797,0.43816326530612243,0.9091836734693877,15.116326530612247,4.28,4.1000000000000005,0.4085714285714286,0.6673469387755102,21.787755102040816,1.2,8.08,1.5870000000000002,3.7597959183673466
site_54.32_11.55,1999,Malacobdella grossa,54.32,11.55,25.0,25.0,3,24.346938775510203,8.3,12.472174453061225,9.692775510204083,17.406714285714287,5.933061224489797,0.43816326530612243,0.9091836734693877,15.116326530612247,4.28,4.1000000000000005,0.4085714285714286,0.6673469387755102,21.787755102040816,1.2,8.08,1.5870000000000002,3.7597959183673466
site_54.32_11.55,1999,Nephtys ciliata,54.32,11.55,25.0,25.0,19,24.346938775510203,8.3,12.472174453061225,9.692775510204083,17.406714285714287,5.933061224489797,0.43816326530612243,0.9091836734693877,15.116326530612247,4.28,4.1000000000000005,0.4085714285714286,0.6673469387755102,21.787755102040816,1.2,8.08,1.5870000000000002,3.7597959183673466
site_54.32_11.55,1999,Nephtys hombergii,54.32,11.55,25.0,25.0,3,24.346938775510203,8.3,12.472174453061225,9.692775510204083,17.406714285714287,5.933061224489797,0.43816326530612243,0.9091836734693877,15.116326530612247,4.28,4.1000000000000005,0.4085714285714286,0.6673469387755102,21.787755102040816,1.2,8.08,1.5870000000000002,3.7597959183673466
site_54.32_11.55,1999,Opercularella pumila,54.32,11.55,25.0,25.0,1,24.346938775510203,8.3,12.472174453061225,9.692775510204083,17.406714285714287,5.933061224489797,0.43816326530612243,0.9091836734693877,15.116326530612247,4.28,4.1000000000000005,0.4085714285714286,0.6673469387755102,21.787755102040816,1.2,8.08,1.5870000000000002,3.7597959183673466
site_54.32_11.55,1999,Paraonis fulgens,54.32,11.55,25.0,25.0,3,24.346938775510203,8.3,12.472174453061225,9.692775510204083,17.406714285714287,5.933061224489797,0.43816326530612243,0.9091836734693877,15.116326530612247,4.28,4.1000000000000005,0.4085714285714286,0.6673469387755102,21.787755102040816,1.2,8.08,1.5870000000000002,3.7597959183673466
site_54.32_11.55,1999,Phyllodoce (Anaitides) mucosa,54.32,11.55,25.0,25.0,1,24.346938775510203,8.3,12.472174453061225,9.692775510204083,17.406714285714287,5.933061224489797,0.43816326530612243,0.9091836734693877,15.116326530612247,4.28,4.1000000000000005,0.4085714285714286,0.6673469387755102,21.787755102040816,1.2,8.08,1.5870000000000002,3.7597959183673466
site_54.32_11.55,1999,Terebellides stroemii,54.32,11.55,25.0,25.0,189,24.346938775510203,8.3,12.472174453061225,9.692775510204083,17.406714285714287,5.933061224489797,0.43816326530612243,0.9091836734693877,15.116326530612247,4.28,4.1000000000000005,0.4085714285714286,0.6673469387755102,21.787755102040816,1.2,8.08,1.5870000000000002,3.7597959183673466
site_54.32_11.55,1999,Trochochaeta multisetosa,54.32,11.55,25.0,25.0,16,24.346938775510203,8.3,12.472174453061225,9.692775510204083,17.406714285714287,5.933061224489797,0.43816326530612243,0.9091836734693877,15.116326530612247,4.28,4.1000000000000005,0.4085714285714286,0.6673469387755102,21.787755102040816,1.2,8.08,1.5870000000000002,3.7597959183673466
site_54.32_11.55,2000,Abra alba,54.32,11.55,50.0,50.0,2638,24.17948717948718,7.802564102564103,11.3211865008547,9.868589743589743,15.110760683760684,6.38076923076923,0.44760683760683756,0.9245299145299145,15.8,4.28,2.047008547008547,0.33384615384615385,1.7777777777777777,22.57094017094017,1.2,8.08,1.587,2.207863247863248
site_54.32_11.55,2000,Ampharete acutifrons,54.32,11.55,25.0,25.0,3,24.17948717948718,7.802564102564103,11.3211865008547,9.868589743589743,15.110760683760684,6.38076923076923,0.44760683760683756,0.9245299145299145,15.8,4.28,2.047008547008547,0.33384615384615385,1.7777777777777777,22.57094017094017,1.2,8.08,1.587,2.207863247863248
site_54.32_11.55,2000,Arctica islandica,54.32,11.55,50.0,50.0,178,24.17948717948718,7.802564102564103,11.3211865008547,9.868589743589743,15.110760683760684,6.38076923076923,0.44760683760683756,0.9245299145299145,15.8,4.28,2.047008547008547,0.33384615384615385,1.7777777777777777,22.57094017094017,1.2,8.08,1.587,2.207863247863248
site_54.32_11.55,2000,Bylgides sarsi,54.32,11.55,25.0,25.0,31,24.17948717948718,7.802564102564103,11.3211865008547,9.868589743589743,15.110760683760684,6.38076923076923,0.44760683760683756,0.9245299145299145,15.8,4.28,2.047008547008547,0.33384615384615385,1.7777777777777777,22.57094017094017,1.2,8.08,1.587,2.207863247863248
site_54.32_11.55,2000,Cirrophorus eliasoni,54.32,11.55,25.0,25.0,3,24.17948717948718,7.802564102564103,11.3211865008547,9.868589743589743,15.110760683760684,6.38076923076923,0.44760683760683756,0.9245299145299145,15.8,4.28,2.047008547008547,0.33384615384615385,1.7777777777777777,22.57094017094017,1.2,8.08,1.587,2.207863247863248
site_54.32_11.55,2000,Corbula gibba,54.32,11.55,25.0,25.0,3,24.17948717948718,7.802564102564103,11.3211865008547,9.868589743589743,15.110760683760684,6.38076923076923,0.44760683760683756,0.9245299145299145,15.8,4.28,2.047008547008547,0.33384615384615385,1.7777777777777777,22.57094017094017,1.2,8.08,1.587,2.207863247863248
site_54.32_11.55,2000,Diastylis rathkei,54.32,11.55,50.0,50.0,332,24.17948717948718,7.802564102564103,11.3211865008547,9.868589743589743,15.110760683760684,6.38076923076923,0.44760683760683756,0.9245299145299145,15.8,4.28,2.047008547008547,0.33384615384615385,1.7777777777777777,22.57094017094017,1.2,8.08,1.587,2.207863247863248
site_54.32_11.55,2000,Eteone longa,54.32,11.55,25.0,25.0,3,24.17948717948718,7.802564102564103,11.3211865008547,9.868589743589743,15.110760683760684,6.38076923076923,0.44760683760683756,0.9245299145299145,15.8,4.28,2.047008547008547,0.33384615384615385,1.7777777777777777,22.57094017094017,1.2,8.08,1.587,2.207863247863248
site_54.32_11.55,2000,Euchone papillosa,54.32,11.55,25.0,25.0,9,24.17948717948718,7.802564102564103,11.3211865008547,9.868589743589743,15.110760683760684,6.38076923076923,0.44760683760683756,0.9245299145299145,15.8,4.28,2.047008547008547,0.33384615384615385,1.7777777777777777,22.57094017094017,1.2,8.08,1.587,2.207863247863248
site_54.32_11.55,2000,Eucratea loricata,54.32,11.55,25.0,25.0,1,24.17948717948718,7.802564102564103,11.3211865008547,9.868589743589743,15.110760683760684,6.38076923076923,0.44760683760683756,0.9245299145299145,15.8,4.28,2.047008547008547,0.33384615384615385,1.7777777777777777,22.57094017094017,1.2,8.08,1.587,2.207863247863248
site_54.32_11.55,2000,Heteromastus filiformis,54.32,11.55,50.0,50.0,458,24.17948717948718,7.802564102564103,11.3211865008547,9.868589743589743,15.110760683760684,6.38076923076923,0.44760683760683756,0.9245299145299145,15.8,4.28,2.047008547008547,0.33384615384615385,1.7777777777777777,22.57094017094017,1.2,8.08,1.587,2.207863247863248
site_54.32_11.55,2000,Lagis koreni,54.32,11.55,25.0,25.0,3,24.17948717948718,7.802564102564103,11.3211865008547,9.868589743589743,15.110760683760684,6.38076923076923,0.44760683760683756,0.9245299145299145,15.8,4.28,2.047008547008547,0.33384615384615385,1.7777777777777777,22.57094017094017,1.2,8.08,1.587,2.207863247863248
site_54.32_11.55,2000,Lineus ruber,54.32,11.55,50.0,50.0,15,24.17948717948718,7.802564102564103,11.3211865008547,9.868589743589743,15.110760683760684,6.38076923076923,0.44760683760683756,0.9245299145299145,15.8,4.28,2.047008547008547,0.33384615384615385,1.7777777777777777,22.57094017094017,1.2,8.08,1.587,2.207863247863248
site_54.32_11.55,2000,Malacobdella grossa,54.32,11.55,25.0,25.0,3,24.17948717948718,7.802564102564103,11.3211865008547,9.868589743589743,15.110760683760684,6.38076923076923,0.44760683760683756,0.9245299145299145,15.8,4.28,2.047008547008547,0.33384615384615385,1.7777777777777777,22.57094017094017,1.2,8.08,1.587,2.207863247863248
site_54.32_11.55,2000,Metridium senile,54.32,11.55,25.0,25.0,1,24.17948717948718,7.802564102564103,11.3211865008547,9.868589743589743,15.110760683760684,6.38076923076923,0.44760683760683756,0.9245299145299145,15.8,4.28,2.047008547008547,0.33384615384615385,1.7777777777777777,22.57094017094017,1.2,8.08,1.587,2.207863247863248
site_54.32_11.55,2000,Mya truncata,54.32,11.55,25.0,25.0,3,24.17948717948718,7.802564102564103,11.3211865008547,9.868589743589743,15.110760683760684,6.38076923076923,0.44760683760683756,0.9245299145299145,15.8,4.28,2.047008547008547,0.33384615384615385,1.7777777777777777,22.57094017094017,1.2,8.08,1.587,2.207863247863248
site_54.32_11.55,2000,Nemertina,54.32,11.55,50.0,50.0,9,24.17948717948718,7.802564102564103,11.3211865008547,9.868589743589743,15.110760683760684,6.38076923076923,0.44760683760683756,0.9245299145299145,15.8,4.28,2.047008547008547,0.33384615384615385,1.7777777777777777,22.57094017094017,1.2,8.08,1.587,2.207863247863248
site_54.32_11.55,2000,Nephtys caeca,54.32,11.55,25.0,25.0,6,24.17948717948718,7.802564102564103,11.3211865008547,9.868589743589743,15.110760683760684,6.38076923076923,0.44760683760683756,0.9245299145299145,15.8,4.28,2.047008547008547,0.33384615384615385,1.7777777777777777,22.57094017094017,1.2,8.08,1.587,2.207863247863248
site_54.32_11.55,2000,Nephtys ciliata,54.32,11.55,50.0,50.0,9,24.17948717948718,7.802564102564103,11.3211865008547,9.868589743589743,15.110760683760684,6.38076923076923,0.44760683760683756,0.9245299145299145,15.8,4.28,2.047008547008547,0.33384615384615385,1.7777777777777777,22.57094017094017,1.2,8.08,1.587,2.207863247863248
site_54.32_11.55,2000,Nephtys hombergii,54.32,11.55,25.0,25.0,9,24.17948717948718,7.802564102564103,11.3211865008547,9.868589743589743,15.110760683760684,6.38076923076923,0.44760683760683756,0.9245299145299145,15.8,4.28,2.047008547008547,0.33384615384615385,1.7777777777777777,22.57094017094017,1.2,8.08,1.587,2.207863247863248
site_54.32_11.55,2000,Ophiura albida,54.32,11.55,50.0,50.0,22,24.17948717948718,7.802564102564103,11.3211865008547,9.868589743589743,15.110760683760684,6.38076923076923,0.44760683760683756,0.9245299145299145,15.8,4.28,2.047008547008547,0.33384615384615385,1.7777777777777777,22.57094017094017,1.2,8.08,1.587,2.207863247863248
site_54.32_11.55,2000,Pherusa plumosa,54.32,11.55,50.0,50.0,19,24.17948717948718,7.802564102564103,11.3211865008547,9.868589743589743,15.110760683760684,6.38076923076923,0.44760683760683756,0.9245299145299145,15.8,4.28,2.047008547008547,0.33384615384615385,1.7777777777777777,22.57094017094017,1.2,8.08,1.587,2.207863247863248
site_54.32_11.55,2000,Pholoe assimilis,54.32,11.55,50.0,50.0,18,24.17948717948718,7.802564102564103,11.3211865008547,9.868589743589743,15.110760683760684,6.38076923076923,0.44760683760683756,0.9245299145299145,15.8,4.28,2.047008547008547,0.33384615384615385,1.7777777777777777,22.57094017094017,1.2,8.08,1.587,2.207863247863248
site_54.32_11.55,2000,Pholoe inornata,54.32,11.55,25.0,25.0,3,24.17948717948718,7.802564102564103,11.3211865008547,9.868589743589743,15.110760683760684,6.38076923076923,0.44760683760683756,0.9245299145299145,15.8,4.28,2.047008547008547,0.33384615384615385,1.7777777777777777,22.57094017094017,1.2,8.08,1.587,2.207863247863248
site_54.32_11.55,2000,Polydora (Polydora) quadrilobata,54.32,11.55,25.0,25.0,6,24.17948717948718,7.802564102564103,11.3211865008547,9.868589743589743,15.110760683760684,6.38076923076923,0.44760683760683756,0.9245299145299145,15.8,4.28,2.047008547008547,0.33384615384615385,1.7777777777777777,22.57094017094017,1.2,8.08,1.587,2.207863247863248
site_54.32_11.55,2000,Scalibregma inflatum,54.32,11.55,25.0,25.0,12,24.17948717948718,7.802564102564103,11.3211865008547,9.868589743589743,15.110760683760684,6.38076923076923,0.44760683760683756,0.9245299145299145,15.8,4.28,2.047008547008547,0.33384615384615385,1.7777777777777777,22.57094017094017,1.2,8.08,1.587,2.207863247863248
site_54.32_11.55,2000,Scoloplos armiger,54.32,11.55,50.0,50.0,28,24.17948717948718,7.802564102564103,11.3211865008547,9.868589743589743,15.110760683760684,6.38076923076923,0.44760683760683756,0.9245299145299145,15.8,4.28,2.047008547008547,0.33384615384615385,1.7777777777777777,22.57094017094017,1.2,8.08,1.587,2.207863247863248
site_54.32_11.55,2000,Terebellides stroemii,54.32,11.55,50.0,50.0,1193,24.17948717948718,7.802564102564103,11.3211865008547,9.868589743589743,15.110760683760684,6.38076923076923,0.44760683760683756,0.9245299145299145,15.8,4.28,2.047008547008547,0.33384615384615385,1.7777777777777777,22.57094017094017,1.2,8.08,1.587,2.207863247863248
site_54.32_11.55,2000,Trochochaeta multisetosa,54.32,11.55,50.0,50.0,208,24.17948717948718,7.802564102564103,11.3211865008547,9.868589743589743,15.110760683760684,6.38076923076923,0.44760683760683756,0.9245299145299145,15.8,4.28,2.047008547008547,0.33384615384615385,1.7777777777777777,22.57094017094017,1.2,8.08,1.587,2.207863247863248
site_54.32_11.55,2001,Abra alba,54.32,11.55,25.0,25.0,1016,24.28,7.586666666666667,12.092395298666666,11.06948,15.20632,6.164000000000001,0.5250666666666667,0.9434666666666668,14.093333333333334,4.28,2.0146666666666664,0.22413333333333332,0.964,20.88133333333333,1.2,8.08,1.587,2.212
site_54.32_11.55,2001,Ampharete baltica,54.32,11.55,25.0,25.0,13,24.28,7.586666666666667,12.092395298666666,11.06948,15.20632,6.164000000000001,0.5250666666666667,0.9434666666666668,14.093333333333334,4.28,2.0146666666666664,0.22413333333333332,0.964,20.88133333333333,1.2,8.08,1.587,2.212
site_54.32_11.55,2001,Arctica islandica,54.32,11.55,25.0,25.0,119,24.28,7.586666666666667,12.092395298666666,11.06948,15.20632,6.164000000000001,0.5250666666666667,0.9434666666666668,14.093333333333334,4.28,2.0146666666666664,0.22413333333333332,0.964,20.88133333333333,1.2,8.08,1.587,2.212
site_54.32_11.55,2001,Asterias rubens,54.32,11.55,25.0,25.0,1,24.28,7.586666666666667,12.092395298666666,11.06948,15.20632,6.164000000000001,0.5250666666666667,0.9434666666666668,14.093333333333334,4.28,2.0146666666666664,0.22413333333333332,0.964,20.88133333333333,1.2,8.08,1.587,2.212
site_54.32_11.55,2001,Bylgides sarsi,54.32,11.55,25.0,25.0,28,24.28,7.586666666666667,12.092395298666666,11.06948,15.20632,6.164000000000001,0.5250666666666667,0.9434666666666668,14.093333333333334,4.28,2.0146666666666664,0.22413333333333332,0.964,20.88133333333333,1.2,8.08,1.587,2.212
site_54.32_11.55,2001,Cephalothrix,54.32,11.55,25.0,25.0,6,24.28,7.586666666666667,12.092395298666666,11.06948,15.20632,6.164000000000001,0.5250666666666667,0.9434666666666668,14.093333333333334,4.28,2.0146666666666664,0.22413333333333332,0.964,20.88133333333333,1.2,8.08,1.587,2.212
site_54.32_11.55,2001,Corbula gibba,54.32,11.55,25.0,25.0,6,24.28,7.586666666666667,12.092395298666666,11.06948,15.20632,6.164000000000001,0.5250666666666667,0.9434666666666668,14.093333333333334,4.28,2.0146666666666664,0.22413333333333332,0.964,20.88133333333333,1.2,8.08,1.587,2.212
site_54.32_11.55,2001,Diastylis rathkei,54.32,11.55,25.0,25.0,318,24.28,7.586666666666667,12.092395298666666,11.06948,15.20632,6.164000000000001,0.5250666666666667,0.9434666666666668,14.093333333333334,4.28,2.0146666666666664,0.22413333333333332,0.964,20.88133333333333,1.2,8.08,1.587,2.212
site_54.32_11.55,2001,Electra crustulenta,54.32,11.55,25.0,25.0,1,24.28,7.586666666666667,12.092395298666666,11.06948,15.20632,6.164000000000001,0.5250666666666667,0.9434666666666668,14.093333333333334,4.28,2.0146666666666664,0.22413333333333332,0.964,20.88133333333333,1.2,8.08,1.587,2.212
site_54.32_11.55,2001,Eteone flava,54.32,11.55,25.0,25.0,3,24.28,7.586666666666667,12.092395298666666,11.06948,15.20632,6.164000000000001,0.5250666666666667,0.9434666666666668,14.093333333333334,4.28,2.0146666666666664,0.22413333333333332,0.964,20.88133333333333,1.2,8.08,1.587,2.212
site_54.32_11.55,2001,Euchone papillosa,54.32,11.55,25.0,25.0,13,24.28,7.586666666666667,12.092395298666666,11.06948,15.20632,6.164000000000001,0.5250666666666667,0.9434666666666668,14.093333333333334,4.28,2.0146666666666664,0.22413333333333332,0.964,20.88133333333333,1.2,8.08,1.587,2.212
site_54.32_11.55,2001,Eucratea loricata,54.32,11.55,25.0,25.0,1,24.28,7.586666666666667,12.092395298666666,11.06948,15.20632,6.164000000000001,0.5250666666666667,0.9434666666666668,14.093333333333334,4.28,2.0146666666666664,0.22413333333333332,0.964,20.88133333333333,1.2,8.08,1.587,2.212
site_54.32_11.55,2001,Heteromastus filiformis,54.32,11.55,25.0,25.0,252,24.28,7.586666666666667,12.092395298666666,11.06948,15.20632,6.164000000000001,0.5250666666666667,0.9434666666666668,14.093333333333334,4.28,2.0146666666666664,0.22413333333333332,0.964,20.88133333333333,1.2,8.08,1.587,2.212
site_54.32_11.55,2001,Lagis koreni,54.32,11.55,25.0,25.0,9,24.28,7.586666666666667,12.092395298666666,11.06948,15.20632,6.164000000000001,0.5250666666666667,0.9434666666666668,14.093333333333334,4.28,2.0146666666666664,0.22413333333333332,0.964,20.88133333333333,1.2,8.08,1.587,2.212
site_54.32_11.55,2001,Lineus ruber,54.32,11.55,25.0,25.0,31,24.28,7.586666666666667,12.092395298666666,11.06948,15.20632,6.164000000000001,0.5250666666666667,0.9434666666666668,14.093333333333334,4.28,2.0146666666666664,0.22413333333333332,0.964,20.88133333333333,1.2,8.08,1.587,2.212
site_54.32_11.55,2001,Metridium senile,54.32,11.55,25.0,25.0,1,24.28,7.586666666666667,12.092395298666666,11.06948,15.20632,6.164000000000001,0.5250666666666667,0.9434666666666668,14.093333333333334,4.28,2.0146666666666664,0.22413333333333332,0.964,20.88133333333333,1.2,8.08,1.587,2.212
site_54.32_11.55,2001,Mysella bidentata,54.32,11.55,25.0,25.0,22,24.28,7.586666666666667,12.092395298666666,11.06948,15.20632,6.164000000000001,0.5250666666666667,0.9434666666666668,14.093333333333334,4.28,2.0146666666666664,0.22413333333333332,0.964,20.88133333333333,1.2,8.08,1.587,2.212
site_54.32_11.55,2001,Nephtys caeca,54.32,11.55,25.0,25.0,6,24.28,7.586666666666667,12.092395298666666,11.06948,15.20632,6.164000000000001,0.5250666666666667,0.9434666666666668,14.093333333333334,4.28,2.0146666666666664,0.22413333333333332,0.964,20.88133333333333,1.2,8.08,1.587,2.212
site_54.32_11.55,2001,Nephtys ciliata,54.32,11.55,25.0,25.0,6,24.28,7.586666666666667,12.092395298666666,11.06948,15.20632,6.164000000000001,0.5250666666666667,0.9434666666666668,14.093333333333334,4.28,2.0146666666666664,0.22413333333333332,0.964,20.88133333333333,1.2,8.08,1.587,2.212
site_54.32_11.55,2001,Nephtys hombergii,54.32,11.55,25.0,25.0,16,24.28,7.586666666666667,12.092395298666666,11.06948,15.20632,6.164000000000001,0.5250666666666667,0.9434666666666668,14.093333333333334,4.28,2.0146666666666664,0.22413333333333332,0.964,20.88133333333333,1.2,8.08,1.587,2.212
site_54.32_11.55,2001,Ophiura albida,54.32,11.55,25.0,25.0,6,24.28,7.586666666666667,12.092395298666666,11.06948,15.20632,6.164000000000001,0.5250666666666667,0.9434666666666668,14.093333333333334,4.28,2.0146666666666664,0.22413333333333332,0.964,20.88133333333333,1.2,8.08,1.587,2.212
site_54.32_11.55,2001,Parvicardium ovale,54.32,11.55,25.0,25.0,3,24.28,7.586666666666667,12.092395298666666,11.06948,15.20632,6.164000000000001,0.5250666666666667,0.9434666666666668,14.093333333333334,4.28,2.0146666666666664,0.22413333333333332,0.964,20.88133333333333,1.2,8.08,1.587,2.212
site_54.32_11.55,2001,Pherusa plumosa,54.32,11.55,25.0,25.0,1,24.28,7.586666666666667,12.092395298666666,11.06948,15.20632,6.164000000000001,0.5250666666666667,0.9434666666666668,14.093333333333334,4.28,2.0146666666666664,0.22413333333333332,0.964,20.88133333333333,1.2,8.08,1.587,2.212
site_54.32_11.55,2001,Pholoe assimilis,54.32,11.55,25.0,25.0,22,24.28,7.586666666666667,12.092395298666666,11.06948,15.20632,6.164000000000001,0.5250666666666667,0.9434666666666668,14.093333333333334,4.28,2.0146666666666664,0.22413333333333332,0.964,20.88133333333333,1.2,8.08,1.587,2.212
site_54.32_11.55,2001,Polydora (Polydora) quadrilobata,54.32,11.55,25.0,25.0,6,24.28,7.586666666666667,12.092395298666666,11.06948,15.20632,6.164000000000001,0.5250666666666667,0.9434666666666668,14.093333333333334,4.28,2.0146666666666664,0.22413333333333332,0.964,20.88133333333333,1.2,8.08,1.587,2.212
site_54.32_11.55,2001,Pseudopolydora antennata,54.32,11.55,25.0,25.0,19,24.28,7.586666666666667,12.092395298666666,11.06948,15.20632,6.164000000000001,0.5250666666666667,0.9434666666666668,14.093333333333334,4.28,2.0146666666666664,0.22413333333333332,0.964,20.88133333333333,1.2,8.08,1.587,2.212
site_54.32_11.55,2001,Scalibregma inflatum,54.32,11.55,25.0,25.0,3,24.28,7.586666666666667,12.092395298666666,11.06948,15.20632,6.164000000000001,0.5250666666666667,0.9434666666666668,14.093333333333334,4.28,2.0146666666666664,0.22413333333333332,0.964,20.88133333333333,1.2,8.08,1.587,2.212
site_54.32_11.55,2001,Scoloplos armiger,54.32,11.55,25.0,25.0,88,24.28,7.586666666666667,12.092395298666666,11.06948,15.20632,6.164000000000001,0.5250666666666667,0.9434666666666668,14.093333333333334,4.28,2.0146666666666664,0.22413333333333332,0.964,20.88133333333333,1.2,8.08,1.587,2.212
site_54.32_11.55,2001,Streptosyllis websteri,54.32,11.55,25.0,25.0,1,24.28,7.586666666666667,12.092395298666666,11.06948,15.20632,6.164000000000001,0.5250666666666667,0.9434666666666668,14.093333333333334,4.28,2.0146666666666664,0.22413333333333332,0.964,20.88133333333333,1.2,8.08,1.587,2.212
site_54.32_11.55,2001,Terebellides stroemii,54.32,11.55,25.0,25.0,226,24.28,7.586666666666667,12.092395298666666,11.06948,15.20632,6.164000000000001,0.5250666666666667,0.9434666666666668,14.093333333333334,4.28,2.0146666666666664,0.22413333333333332,0.964,20.88133333333333,1.2,8.08,1.587,2.212
site_54.32_11.55,2002,Actinia equina,54.32,11.55,25.0,25.0,3,24.735042735042736,7.294017094017094,12.263730666666666,9.535393162393163,14.983119658119659,6.467863247863248,0.7330769230769231,1.2972649572649573,16.11965811965812,4.28,2.6059829059829056,0.34341880341880343,1.994871794871795,22.049572649572646,0.9547008547008548,8.08,1.587,2.667863247863248
site_54.32_11.55,2002,Arctica islandica,54.32,11.55,25.0,25.0,63,24.735042735042736,7.294017094017094,12.263730666666666,9.535393162393163,14.983119658119659,6.467863247863248,0.7330769230769231,1.2972649572649573,16.11965811965812,4.28,2.6059829059829056,0.34341880341880343,1.994871794871795,22.049572649572646,0.9547008547008548,8.08,1.587,2.667863247863248
site_54.32_11.55,2002,Corbula gibba,54.32,11.55,25.0,25.0,1,24.735042735042736,7.294017094017094,12.263730666666666,9.535393162393163,14.983119658119659,6.467863247863248,0.7330769230769231,1.2972649572649573,16.11965811965812,4.28,2.6059829059829056,0.34341880341880343,1.994871794871795,22.049572649572646,0.9547008547008548,8.08,1.587,2.667863247863248
site_54.32_11.55,2002,Diastylis rathkei,54.32,11.55,25.0,25.0,9,24.735042735042736,7.294017094017094,12.263730666666666,9.535393162393163,14.983119658119659,6.467863247863248,0.7330769230769231,1.2972649572649573,16.11965811965812,4.28,2.6059829059829056,0.34341880341880343,1.994871794871795,22.049572649572646,0.9547008547008548,8.08,1.587,2.667863247863248
